model,group,persona_code,token_f1_mean,token_f1_std,iou_f1_mean,iou_f1_std,n_eval_mean,gt_total
qwen3_32b,LO,25_m_b,0.5281577733049123,0.005939673798512715,0.4017743979721166,0.011753635608993293,263.0,263
qwen3_32b,LO,25_m_l,0.5384369645033075,0.0020211732304073813,0.37769328263624846,0.004742278056747704,263.0,263
qwen3_32b,LO,25_f_b,0.5265286869284441,0.02407900206868845,0.3865652724968314,0.02509377677214616,263.0,263
qwen3_32b,LO,25_f_l,0.5324021084259201,0.0017106412469149014,0.38529784537389106,0.007812945504396672,263.0,263
qwen3_32b,LO,25_f_w,0.5524663796768844,0.006199713295301283,0.4106463878326996,0.021731848161574443,263.0,263
qwen3_32b,LO,45_m_b,0.5279693425058868,0.004467496887935084,0.38022813688212925,0.017285401390349637,263.0,263
qwen3_32b,LO,45_m_l,0.5307113885974846,0.0014719288596953622,0.3726235741444867,0.008213866537906036,263.0,263
qwen3_32b,LO,45_m_w,0.5340737018369984,0.006419790135978438,0.37769328263624846,0.008962063132909346,263.0,263
qwen3_32b,LO,45_f_l,0.5380688194052312,0.002012178327494865,0.3865652724968314,0.0064626356319300235,263.0,263
qwen3_32b,LO,25_m_w,0.5578514454687916,0.005259509301994605,0.4258555133079848,0.008213866537906036,263.0,263
qwen3_32b,LO,45_f_b,0.5367615676107308,0.00977126498558429,0.3929024081115336,0.015931311901110943,263.0,263
qwen3_32b,LO,45_f_w,0.5444591207255499,0.006684136972623105,0.40430925221799746,0.008962063132909346,263.0,263
qwen3_32b,LY,25_m_b,0.5486448239435916,0.013767809910585734,0.403041825095057,0.027593841643950873,263.0,263
qwen3_32b,LY,25_m_l,0.5625540699023025,0.011011861202020617,0.4182509505703422,0.02343883651319002,263.0,263
qwen3_32b,LY,25_f_b,0.5483764660793231,0.015357311546941385,0.3916349809885931,0.026525284583594863,263.0,263
qwen3_32b,LY,25_f_l,0.5565136729321789,0.003975854790509898,0.3916349809885931,0.006209099474735567,263.0,263
qwen3_32b,LY,25_f_w,0.5612738258468205,0.002838799584539083,0.3992395437262357,0.005377237879745603,263.0,263
qwen3_32b,LY,45_m_b,0.5441746868640087,0.001840920552788285,0.39036755386565275,0.01467152966133109,263.0,263
qwen3_32b,LY,45_m_l,0.5523207733634615,0.006210052123528126,0.4017743979721166,0.009979731145769097,263.0,263
qwen3_32b,LY,45_m_w,0.554604213532453,0.0013147418497625272,0.3967046894803549,0.009484556113495407,263.0,263
qwen3_32b,LY,45_f_l,0.5552160198683125,0.00898178234058812,0.4017743979721166,0.021132233207266236,263.0,263
qwen3_32b,LY,25_m_w,0.5721381397648374,0.010081929436415931,0.4245880861850444,0.009484556113495426,263.0,263
